id,target
0,0.04280607285259812
1,0.03500839607152755
2,0.011710033324633747
3,0.00941690601139925
4,0.014149459923142153
5,0.11340353629111488
6,0.10436107114757878
7,0.034191180226617636
8,0.010796088070911921
9,0.57459337250115
10,0.03168493893851894
11,0.05261788736540262
12,0.0016944848897722869
13,0.00327073554588619
14,0.6558023915002863
15,0.28996958061414096
16,0.29937016756617263
17,0.32481861420233493
18,0.003359174582741218
19,0.14613755856708172
20,0.12792018428783755
21,0.12086898701777647
22,0.1643792231078596
23,0.9025420581590824
24,0.02854318386750058
25,0.33885101337572665
26,0.03686605243217476
27,0.005966936890005754
28,0.3051607491469256
29,0.2124801667810518
30,0.5640554191236204
31,0.0484001246246897
32,0.8292043597661771
33,0.08978103587730311
34,0.3801045210093631
35,0.015840278898017493
36,0.45464339724617947
37,0.004702777274965915
38,0.9220258899117385
39,0.8607304195357194
40,0.09308665857918594
41,0.0020465856709196823
42,0.2694868877013116
43,0.044487347850976765
44,0.1012067876350689
45,0.006372263560714174
46,0.6656924270725265
47,0.00192829733601978
48,0.003504054724958938
49,0.0647736272694692
50,0.07234633946617886
51,0.009744699801980412
52,0.22146552929660832
53,0.3487289455268281
54,0.003866043137928416
55,0.027975439209940462
56,0.10283018000472839
57,0.23234621698973462
58,0.6187541852731063
59,0.01710711084625463
60,0.2540321462056341
61,0.007734183362262948
62,0.03641536733091266
63,0.004385269172020489
64,0.01129815143777118
65,0.018978650894295707
66,0.9398700533362956
67,0.7307503709174998
68,0.9836584280949275
69,0.26519567405840144
70,0.011287777684682558
71,0.13542323563866768
72,0.24809579406067886
73,0.8751192806627425
74,0.1002964241105045
75,0.06710978080099891
76,0.05567252904760333
77,0.47504779569040884
78,0.4624891508640187
79,0.0778549014065234
80,0.9792202599669975
81,0.3129149372748587
82,0.3574246255592597
83,0.029256130896764376
84,0.4827854214989674
85,0.48162787528556983
86,0.12733037940236466
87,0.2888058019097044
88,0.19133143951710926
89,0.14641658035115895
90,0.07147758538085676
91,0.6690633561936699
92,0.4326226871471486
93,0.2689076826036043
94,0.9772960479709615
95,0.749298134697021
96,0.1228524607839379
97,0.004894805136063036
98,0.8513119624413285
99,0.4295991299550136
100,0.3728910962048171
101,0.34482327378671174
102,0.7375619140272743
103,0.024704132076705135
104,0.007745942439653606
105,0.03332923152524974
106,0.24120597618501824
107,0.3920289359606335
108,0.08190065261025548
109,0.010669471689672338
110,0.002826533604631287
111,0.05676905603361449
112,0.08131760417337461
113,0.15524392386778846
114,0.03659940175964413
115,0.021143200940367996
116,0.18521781221445272
117,0.06505342843040686
118,0.023754009429679798
119,0.294166652117354
120,0.13997237491473016
121,0.1637810648609598
122,0.05552286587587885
123,0.02991603890082813
124,0.6507565141284644
125,0.01986779675478225
126,0.01679045450868379
127,0.014188417575734904
128,0.026256988632935168
129,0.010753370526305631
130,0.0032369965181471613
131,0.005065178422225439
132,0.14149313448891596
133,0.012460864133064997
134,0.3307768914051397
135,0.10207718015940266
136,0.0067347695755545405
137,0.7960736195892185
138,0.6065631039296343
139,0.005372487909164719
140,0.22032623631588596
141,0.01387754897823617
142,0.12441479108187019
143,0.009929934652912134
144,0.05076283228136195
145,0.05136547324700122
146,0.06187469622826189
147,0.0026256512776638504
148,0.03970579849222299
149,0.47926635850546423
150,0.01570252527534127
151,0.002893979950072157
152,0.6105370968547176
153,0.008694855209623308
154,0.7675523595709526
155,0.10238024377879
156,0.0405515023670545
157,0.9833424779739215
158,0.08454988319349557
159,0.018744271437973758
160,0.24151849014028762
161,0.38500213617892975
162,0.5967581742128303
163,0.22324396976584163
164,0.20805362302491526
165,0.9399984426853322
166,0.009204713699621883
167,0.06389096176368951
168,0.15693843267298382
169,0.1150523590234546
170,0.009844641084414634
171,0.02310507547444329
172,0.8998790885548833
173,0.2385466024737071
174,0.6956263641053471
175,0.9527272736455306
176,0.2893127719930852
177,0.8203150879698455
178,0.09179410917126277
179,0.013634947158723135
180,0.04996705011881418
181,0.19375403241753902
182,0.2570485122307853
183,0.024932862591858538
184,0.19838283611941515
185,0.002356658022577347
186,0.10192586534984309
187,0.8800080097232518
188,0.04069248742368735
189,0.5733934140923592
190,0.05236423440907125
191,0.013185977426376288
192,0.04445557175099239
193,0.1276923442458861
194,0.08068744753426467
195,0.019664278169377856
196,0.02102216265311716
197,0.08288361283869257
198,0.19870174923440032
199,0.059829543155705156
200,0.7936709313809549
201,0.005154938393778736
202,0.09209101856961441
203,0.23036673794374363
204,0.23260408127133184
205,0.5652848732494784
206,0.014413549854406859
207,0.07190559258481737
208,0.04321854143921628
209,0.6750449341668698
210,0.03582249766843838
211,0.02351575811268013
212,0.23114940550050583
213,0.36667588341610136
214,0.2914024886605018
215,0.2961636737209742
216,0.005667302284731113
217,0.13515436425552244
218,0.007440867276230201
219,0.008177742626541444
220,0.002987598277106407
221,0.43169998360711653
222,0.021949905774271056
223,0.8349658330614707
224,0.059059527169613074
225,0.042747217185050985
226,0.17848376721305467
227,0.20954304583844105
228,0.167118643699798
229,0.8561213740166709
230,0.029065148196275446
231,0.748785305577362
232,0.010562220720212416
233,0.21054434425406335
234,0.585055243734205
235,0.009950495223021329
236,0.09686603861696857
237,0.41905319004858077
238,0.23479212902055574
239,0.4771232639199954
240,0.34016900615123286
241,0.004455640145227665
242,0.004580907556645912
243,0.17331247920154455
244,0.2971272639952566
245,0.019684219359423768
246,0.053569361237815694
247,0.001195968149821582
248,0.02207759615688104
249,0.03675261564649598
250,0.45527664662044065
251,0.19726493636559417
252,0.0011523365097938602
253,0.07965566138473479
254,0.00660038743235047
255,0.02381515052999486
256,0.030904448877145826
257,0.02175698495557814
258,0.055169805978609286
259,0.9381338369656411
260,0.5814560193601171
261,0.09396581815795435
262,0.819693171701416
263,0.40280885950732287
264,0.3255244448839686
265,0.3783161181048436
266,0.012887749101932714
267,0.47512508949915144
268,0.5390845218191999
269,0.13696129045043426
270,0.08337284780413828
271,0.35967452480944206
